0.36 -0.920306 0.000289676 0.176278 0.000505948 4.13732 0.0158467 6.56859 0.0357491 
0.365 -0.94152 0.000306464 0.186913 0.000576552 4.26169 0.0161153 7.23526 0.0451772 
0.37 -0.963097 0.000322611 0.198169 0.000631928 4.43319 0.0176545 7.98809 0.0466169 
0.375 -0.986058 0.000340103 0.211609 0.000678569 4.60699 0.018902 8.97391 0.0465665 
0.38 -1.00938 0.000377763 0.228085 0.000784104 4.82726 0.0221014 10.1286 0.0506974 
0.385 -1.03426 0.000393489 0.246559 0.000899293 5.06587 0.0224072 11.3736 0.0609869 
0.39 -1.06011 0.00044734 0.265306 0.00103534 5.35607 0.0244303 12.7701 0.0708226 
0.395 -1.08812 0.000496405 0.29152 0.00113541 5.74366 0.0257023 14.4673 0.067543 
0.4 -1.11735 0.000525232 0.319257 0.00126583 6.11206 0.0311495 16.0938 0.072931 
0.405 -1.15077 0.000636859 0.355822 0.00143503 6.76753 0.0323136 18.0373 0.0809705 
0.41 -1.18444 0.000724046 0.390203 0.00165309 7.2918 0.0392276 19.735 0.0846955 
0.415 -1.2222 0.000829773 0.434339 0.00185348 7.89372 0.0355916 20.9681 0.0950431 
0.42 -1.2638 0.00094041 0.484797 0.00202456 8.43804 0.0422023 21.6379 0.111059 
0.425 -1.30596 0.000973611 0.535759 0.00202048 8.85221 0.0366461 21.1279 0.158178 
0.43 -1.35036 0.00101304 0.586663 0.00206777 8.99098 0.0376656 19.9288 0.23709 
0.435 -1.39514 0.0010202 0.637607 0.00196832 8.83403 0.0441916 17.6668 0.263301 
0.44 -1.43911 0.000939095 0.686291 0.00171992 8.3291 0.0464149 14.4951 0.277229 
0.445 -1.47905 0.000870205 0.726572 0.00152564 7.80279 0.051484 11.6595 0.256401 
0.45 -1.51771 0.000745123 0.764174 0.00119814 7.04929 0.0479848 8.46569 0.208246 
0.455 -1.55055 0.000650173 0.791647 0.00099798 6.43265 0.0446568 6.52895 0.195544 
0.46 -1.58171 0.000574684 0.816639 0.000794722 5.75032 0.0395859 4.6144 0.154528 
0.465 -1.60902 0.000520422 0.835399 0.000681473 5.26451 0.0373205 3.62743 0.124789 
0.47 -1.63351 0.000444087 0.850973 0.000547053 4.79586 0.0321702 2.83591 0.0994521 
0.475 -1.65651 0.000398626 0.865066 0.00045092 4.39161 0.031501 2.20781 0.0788147 
0.48 -1.67765 0.000350442 0.877511 0.000317908 4.00497 0.0197574 1.6412 0.0454793 
0.41525 -1.22563 0.000821842 0.4408 0.00178899 7.95938 0.0362089 20.9139 0.103883 
0.41575 -1.22929 0.000857814 0.443516 0.00186614 8.05516 0.0377277 21.2574 0.0857031 
0.41625 -1.23209 0.000856226 0.445894 0.00187644 8.05282 0.0384642 21.2563 0.0875173 
0.41675 -1.23726 0.000873949 0.453433 0.00191042 8.06494 0.0407137 21.2459 0.0957214 
0.41725 -1.23997 0.000866274 0.455392 0.00190335 8.11353 0.0316178 21.3191 0.106791 
0.41775 -1.24509 0.000861602 0.463221 0.00189468 8.19218 0.0335878 21.3968 0.106278 
0.41825 -1.25045 0.000850543 0.470725 0.00189303 8.28326 0.0391526 21.3353 0.110881 
0.41875 -1.25265 0.000867841 0.471328 0.00190149 8.27766 0.0360608 21.4152 0.1109 
0.41925 -1.25722 0.000896277 0.476679 0.00194967 8.33384 0.0393896 21.5642 0.114857 
0.41975 -1.26167 0.000893735 0.48292 0.00192837 8.44115 0.0340574 21.546 0.137116 
0.42025 -1.26672 0.000923827 0.489825 0.00200435 8.52045 0.0330581 21.5403 0.139148 
0.42075 -1.27056 0.00091009 0.494173 0.00196319 8.53564 0.0400993 21.4031 0.130975 
0.42125 -1.27473 0.000912156 0.499327 0.00195069 8.54964 0.0339388 21.3508 0.133995 
0.42175 -1.27781 0.000931143 0.501528 0.00199046 8.63899 0.0368385 21.6628 0.144379 
0.42225 -1.2836 0.000931135 0.510295 0.00196467 8.60898 0.0329274 21.264 0.133743 
0.42275 -1.28708 0.000955682 0.51311 0.0019799 8.70494 0.032055 21.482 0.142881 
0.42325 -1.29264 0.000952239 0.521121 0.00198589 8.69212 0.0348769 21.2642 0.142731 
0.42375 -1.29513 0.000965687 0.522344 0.00204666 8.71355 0.0358848 21.3319 0.152691 
0.42425 -1.29996 0.000966857 0.528424 0.00201045 8.79682 0.0351269 21.186 0.137503 
0.42475 -1.30505 0.000930468 0.536757 0.00192791 8.80451 0.0349988 20.7205 0.154836 
0.42525 -1.3099 0.000943316 0.542388 0.00196253 8.81371 0.0328333 20.7965 0.156994 
0.42575 -1.31321 0.000983433 0.544561 0.0020252 8.85853 0.0329642 20.9015 0.172382 
0.42625 -1.31823 0.000970796 0.551029 0.0019985 8.86688 0.0364659 20.7102 0.162162 
0.42675 -1.32196 0.000931828 0.554642 0.00193387 8.91092 0.0374562 20.7041 0.157082 
0.42725 -1.32577 0.000979425 0.558223 0.00200329 8.92304 0.036065 20.7462 0.196647 
0.42775 -1.33091 0.000989722 0.565346 0.00201555 8.91749 0.0370546 20.3722 0.166565 
0.42825 -1.33668 0.00100048 0.573094 0.00201562 8.95244 0.0354339 20.0498 0.199391 
0.42875 -1.33992 0.000967904 0.575476 0.00194999 8.96973 0.0368936 20.1827 0.199617 
0.42925 -1.34519 0.00099694 0.582776 0.0020202 8.93396 0.0365482 19.8857 0.195936 
0.42975 -1.34846 0.00100838 0.585718 0.00205629 8.96579 0.0396075 19.8252 0.197415 
0.43025 -1.35343 0.000974002 0.592246 0.00193094 8.94051 0.0353967 19.3237 0.191444 
