10 1.04752 0.000650954
20 1.01782 0.000311222
30 1.00848 0.000129751
40 1.00497 8.01495e-05
50 1.00328 4.18179e-05
60 1.00233 3.61893e-05
70 1.00172 1.45888e-05
80 1.00134 1.42967e-05
90 1.00106 1.36341e-05
150 1.00038 2.2625e-06
